eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
pass,successful,southoffboards,1464.73,outsideNorthEast,oz,powerPlay,0,311,370192,80264,94.36286926,27.91176605
reception,successful,regular,1466.63,eastPoint,oz,powerPlay,0,311,94531,80264,34.00993347,40.98823547
pass,successful,north,1467.80,eastPoint,oz,powerPlay,0,311,94531,80264,31.495224,26.40293884
reception,successful,regular,1468.63,outsideNorthEast,oz,powerPlay,0,311,370192,80264,62.67756653,37.97058868
shot,failed,slot,1469.57,eastOuterSlot,oz,powerPlay,0,311,370192,80264,62.17463684,19.86470795
pass,successful,north,1473.27,outsideNorthWest,oz,powerPlay,0,311,109964,80264,68.71286011,-28.41764641
reception,successful,regular,1474.27,outsideNorthWest,oz,powerPlay,0,311,112050,80264,82.2922821,-21.37647057
pass,successful,slot,1475.87,outsideNorthWest,oz,powerPlay,0,311,112050,80264,77.26286316,-21.8794117
reception,successful,regular,1476.27,innerSlot,oz,powerPlay,0,311,111452,80264,68.20993042,-1.761764526
pass,failed,slot,1477.93,eastOuterSlot,oz,powerPlay,0,311,111452,80264,73.74227905,14.33235168
pass,successful,north,1482.40,outsideNorthEast,oz,powerPlay,0,311,111452,80264,71.22756958,39.98235321
reception,successful,regular,1482.97,outsideNorthEast,oz,powerPlay,0,311,370192,80264,82.79522705,36.46176147
pass,successful,south,1486.10,outsideNorthEast,oz,powerPlay,0,311,370192,80264,63.68345642,37.97058868
reception,successful,regular,1486.80,eastPoint,oz,powerPlay,0,311,94531,80264,27.47169495,18.85882187
pass,successful,north,1487.23,eastPoint,oz,powerPlay,0,311,94531,80264,32.50109863,18.35588074
reception,successful,regular,1488.03,outsideNorthEast,oz,powerPlay,0,311,370192,80264,55.13345337,40.48529053
shot,failed,outside,1489.17,outsideNorthEast,oz,powerPlay,0,311,370192,80264,65.68736267,27.91176605
pass,successful,eastwest,1493.57,westPoint,oz,powerPlay,0,311,112050,80264,50.10404968,-36.46470642
reception,successful,regular,1494.23,eastPoint,oz,powerPlay,0,311,370192,80264,51.61286926,22.88235474
pass,successful,eastwest,1499.63,outsideNorthEast,oz,powerPlay,0,311,370192,80264,54.11972046,32.43823242
reception,successful,regular,1500.67,westPoint,oz,powerPlay,0,311,112050,80264,52.10795593,-26.40588188
pass,successful,eastwest,1500.90,westPoint,oz,powerPlay,0,311,112050,80264,53.11383057,-24.89705849
reception,successful,regular,1501.67,centerPoint,oz,powerPlay,0,311,94531,80264,31.99031067,13.32646942
shot,failed,outside,1501.77,eastPoint,oz,powerPlay,0,311,94531,80264,32.49324036,14.83529282
pass,failed,north,1508.13,southEastBoardsNZ,nz,shortHanded,0,315,121680,5152,-12.87854004,37.47058868
pass,successful,north,1509.83,southCenterNZ,nz,shortHanded,0,315,400162,5152,-5.33441925,6.288234711
reception,successful,regular,1510.30,northCenterNZ,nz,shortHanded,0,315,121680,5152,23.83616638,4.779411316
pass,failed,northoffboards,1514.33,innerSlot,oz,shortHanded,0,315,121680,5152,82.68028259,-8.297058105
pass,failed,outlet,1526.07,eastPointDZ,dz,shortHanded,0,315,20775372,5152,-44.56382751,-37.46764374
pass,successful,d2doffboards,1537.70,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-95.86383057,-21.37352753
reception,successful,regular,1539.00,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.85206604,24.89705849
pass,successful,outletoffboards,1539.03,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.85206604,24.89705849
reception,successful,regular,1540.27,outsideNorthWestDZ,dz,evenStrength,0,315,82048,5152,-55.12559509,37.97352982
pass,failed,outletoffboards,1540.33,outsideNorthWestDZ,dz,evenStrength,0,315,82048,5152,-55.12559509,37.97352982
pass,failed,outlet,1546.77,westOuterSlotDZ,dz,evenStrength,0,315,884,5152,-63.1726532,1.761764526
pass,failed,slot,1548.67,outsideNorthEast,oz,evenStrength,0,311,5814,80264,89.82853699,9.8058815
pass,successful,outletoffboards,1549.73,innerSlotDZ,dz,evenStrength,0,315,79380,5152,-76.24913025,4.779411316
reception,successful,regular,1551.67,southEastBoardsNZ,nz,evenStrength,0,315,82048,5152,-7.346179962,37.9734993
pass,failed,north,1551.70,southEastBoardsNZ,nz,evenStrength,0,315,82048,5152,-7.346179962,37.9734993
pass,successful,d2d,1554.53,centerPointDZ,dz,evenStrength,0,311,6588,80264,-49.98910904,14.83529282
reception,successful,regular,1555.37,eastOuterSlotDZ,dz,evenStrength,0,311,446706,80264,-57.53322601,-15.34117699
pass,successful,outlet,1557.60,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-55.52146149,-36.46470642
reception,successful,regular,1558.10,southCenterNZ,nz,evenStrength,0,311,5814,80264,-11.76557922,-15.84411812
pass,successful,stretch,1560.20,westPointDZ,dz,evenStrength,0,315,79380,5152,-35.01580811,23.89117622
reception,successful,regular,1560.77,northCenterNZ,nz,evenStrength,0,315,110856,5152,5.722427368,-9.302940369
pass,successful,d2doffboards,1566.07,outsideNorthEastDZ,dz,evenStrength,0,311,5814,80264,-92.73124695,-28.92058754
reception,successful,regular,1567.27,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-95.24595642,21.37352753
pass,successful,d2d,1573.23,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-95.74889374,-2.264705658
reception,successful,regular,1574.00,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-84.18125153,-34.95588303
pass,failed,stretchoffboards,1575.40,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-63.56066132,-30.42941284
pass,successful,eastwest,1584.37,southCenterNZ,nz,evenStrength,0,315,400162,5152,-22.442276,-3.770587921
reception,successful,regular,1585.03,northEastBoardsNZ,nz,evenStrength,0,315,81408,5152,13.26654053,36.96764755
pass,failed,slot,1587.40,eastPoint,oz,evenStrength,0,315,81408,5152,46.96360397,35.96176529
pass,successful,south,1591.70,outsideNorthWest,oz,powerPlay,0,315,10534,5152,62.05183792,-38.473526
reception,successful,regular,1592.27,westPoint,oz,powerPlay,0,315,81408,5152,32.88124847,-34.95294189
pass,successful,eastwest,1592.73,westPoint,oz,powerPlay,0,315,81408,5152,30.86948395,-27.40882111
reception,successful,regular,1593.27,centerPoint,oz,powerPlay,0,315,79380,5152,31.87536621,11.82058716
pass,failed,slot,1594.23,centerPoint,oz,powerPlay,0,315,79380,5152,34.893013,12.32352829
pass,successful,south,1596.90,outsideNorthEast,oz,powerPlay,0,315,78625,5152,93.23419189,26.90882301
reception,successful,regular,1597.40,outsideNorthEast,oz,powerPlay,0,315,80518,5152,70.60183716,38.47647095
pass,successful,south,1597.60,outsideNorthEast,oz,powerPlay,0,315,80518,5152,71.1047821,39.48235321
reception,successful,regular,1597.93,outsideNorthEast,oz,powerPlay,0,315,10534,5152,67.08125305,25.39999962
pass,successful,south,1604.07,eastPoint,oz,powerPlay,0,315,79380,5152,32.88124847,30.42941284
reception,successful,regular,1604.60,centerPoint,oz,powerPlay,0,315,80518,5152,29.86360168,12.32352829
pass,successful,eastwest,1605.13,centerPoint,oz,powerPlay,0,315,80518,5152,30.86948395,1.258823395
reception,successful,regular,1605.70,westPoint,oz,powerPlay,0,315,81408,5152,52.49595642,-28.91764832
pass,failed,slot,1605.77,outsideNorthWest,oz,powerPlay,0,315,81408,5152,54.50772095,-28.91764832
reception,failed,regular,1606.30,innerSlot,oz,powerPlay,0,315,78625,5152,81.66654205,6.791175842
pass,successful,northoffboards,1611.13,outsideNorthWest,oz,powerPlay,0,315,80518,5152,91.72536469,-2.261764526
reception,successful,regular,1613.77,eastPoint,oz,powerPlay,0,315,79380,5152,52.99889755,40.48823547
pass,successful,northoffboards,1615.80,outsideNorthEast,oz,powerPlay,0,315,79380,5152,65.57242584,41.49411774
reception,successful,regular,1616.83,outsideNorthEast,oz,powerPlay,0,315,78625,5152,98.76654053,18.35882378
pass,failed,southoffboards,1617.30,outsideNorthEast,oz,powerPlay,0,315,78625,5152,98.26360321,21.8794117
pass,successful,d2d,1623.87,outsideNorthWestDZ,dz,powerPlay,0,315,80264,5152,-87.31382751,25.39999962
reception,successful,regular,1626.13,outsideNorthWestDZ,dz,powerPlay,0,315,80518,5152,-93.34912109,12.32352829
pass,successful,outlet,1628.40,outsideNorthEastDZ,dz,powerPlay,0,315,80518,5152,-86.81089783,-30.4264679
reception,successful,regular,1629.40,centerPointDZ,dz,powerPlay,0,315,79380,5152,-51.60501099,16.34705925
pass,successful,d2d,1630.10,centerPointDZ,dz,powerPlay,0,315,79380,5152,-50.59912109,7.797058105
reception,successful,regular,1631.83,outsideNorthEastDZ,dz,powerPlay,0,315,78625,5152,-79.26676941,-36.46176147
pass,successful,eastwest,1635.40,southCenterNZ,nz,powerPlay,0,315,78625,5152,-14.89030457,-8.799999237
reception,successful,regular,1635.77,southCenterNZ,nz,powerPlay,0,315,80518,5152,-0.807952881,7.797058105
pass,failed,ozentry,1636.73,northCenterNZ,nz,powerPlay,0,315,80518,5152,20.31558228,9.3058815
pass,failed,northoffboards,1638.43,eastPoint,oz,powerPlay,0,315,80518,5152,45.96557999,39.48235321
pass,failed,d2doffboards,1640.93,outsideNorthEastDZ,dz,shortHanded,0,311,1731661,80264,-94.24007416,-26.40588188
pass,successful,north,1645.17,outsideNorthWest,oz,powerPlay,0,315,78625,5152,92.73910522,-26.90588379
reception,successful,regular,1645.93,outsideNorthEast,oz,powerPlay,0,315,80518,5152,97.26557922,13.83235359
shot,successful,outside,1649.93,outsideNorthEast,oz,powerPlay,0,315,80518,5152,80.16558075,24.39411736
pass,successful,d2d,1657.37,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-79.76971436,-35.45587921
reception,successful,regular,1658.43,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-82.28442383,-28.41470337
pass,failed,stretch,1663.57,centerPointDZ,dz,powerPlay,0,315,79380,5152,-44.56382751,5.785293579
reception,failed,regular,1664.57,northCenterNZ,nz,powerPlay,0,315,82048,5152,21.32146454,-5.279411316
pass,failed,south,1668.73,outsideNorthWest,oz,powerPlay,0,315,82048,5152,81.17146301,-33.94705963
pass,successful,south,1672.37,westOuterSlot,oz,powerPlay,0,315,78625,5152,69.10087585,-22.37940979
reception,successful,regular,1672.40,westPoint,oz,powerPlay,0,315,81408,5152,37.41558075,-36.46176147
pass,successful,eastwest,1673.87,westPoint,oz,powerPlay,0,315,81408,5152,32.38616943,-28.41470337
reception,successful,regular,1674.70,centerPoint,oz,powerPlay,0,315,79380,5152,30.87734222,8.299999237
shot,successful,outside,1676.60,centerPoint,oz,powerPlay,1,315,79380,5152,46.97146225,10.8147049
pass,successful,south,1687.17,southCenterNZ,nz,powerPlay,0,315,79380,5152,-8.855010033,17.35289955
reception,successful,regular,1688.40,centerPointDZ,dz,powerPlay,0,315,78625,5152,-47.58148193,-12.32058716
pass,failed,south,1694.17,outsideNorthEast,oz,powerPlay,0,315,80518,5152,85.69789886,37.9734993
pass,successful,north,1697.00,westOuterSlot,oz,powerPlay,0,315,81408,5152,58.53910828,-16.84705734
reception,successful,regular,1697.63,outsideNorthWest,oz,powerPlay,0,315,78625,5152,84.69204712,-11.3147049
pass,successful,southoffboards,1700.00,outsideNorthWest,oz,powerPlay,0,315,78625,5152,69.60381317,-36.96470642
reception,successful,regular,1700.87,westPoint,oz,powerPlay,0,315,81408,5152,40.43322754,-29.42058563
pass,failed,northoffboards,1701.37,westPoint,oz,powerPlay,0,315,81408,5152,41.4391098,-31.43235016
pass,successful,d2d,1710.83,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-91.84030151,-4.273529053
reception,successful,regular,1711.93,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-95.36088562,-1.255882263
pass,successful,stretch,1714.73,centerPointDZ,dz,powerPlay,0,315,79380,5152,-49.09030151,17.35294151
reception,successful,regular,1715.60,northCenterNZ,nz,powerPlay,0,315,78625,5152,3.215576172,9.3058815
pass,successful,north,1719.80,westPoint,oz,powerPlay,0,315,78625,5152,31.38028717,-31.9352951
reception,successful,regular,1720.70,centerPoint,oz,powerPlay,0,315,80518,5152,36.91263962,-8.297058105
pass,successful,south,1722.77,outsideNorthWest,oz,powerPlay,0,315,80518,5152,78.65675354,-26.40293884
reception,successful,regular,1723.23,outsideNorthWest,oz,powerPlay,0,315,81408,5152,67.59204865,-37.97058868
pass,failed,slot,1723.93,outsideNorthWest,oz,powerPlay,0,315,81408,5152,68.09498596,-36.46176147
pass,successful,northoffboards,1726.97,outsideNorthEast,oz,powerPlay,0,315,79380,5152,82.1772995,37.9734993
reception,successful,regular,1727.80,outsideNorthEast,oz,powerPlay,0,315,80518,5152,90.7273407,30.42941284
pass,failed,southoffboards,1728.00,outsideNorthEast,oz,powerPlay,0,315,80518,5152,90.7273407,29.92647171
pass,successful,south,1730.37,outsideNorthEast,oz,powerPlay,0,315,80518,5152,78.65675354,37.97352982
reception,successful,regular,1731.60,centerPoint,oz,powerPlay,0,315,79380,5152,28.36260033,4.779409885
pass,successful,north,1732.37,centerPoint,oz,powerPlay,0,315,79380,5152,31.88319969,3.773530006
reception,successful,regular,1733.20,eastPoint,oz,powerPlay,0,315,79380,5152,34.90087128,30.42941284
pass,successful,eastwest,1733.83,eastPoint,oz,powerPlay,0,315,79380,5152,35.40381622,26.90882301
reception,successful,regular,1734.67,outsideNorthWest,oz,powerPlay,0,315,81408,5152,65.0773468,-24.39117432
shot,failed,slot,1735.33,westOuterSlot,oz,powerPlay,0,315,81408,5152,68.59793091,-19.86470795
pass,successful,south,1738.90,outsideNorthEast,oz,powerPlay,0,315,80518,5152,69.10087585,40.48823547
reception,successful,regular,1740.13,eastPoint,oz,powerPlay,0,315,79380,5152,29.86360168,22.38235283
pass,successful,eastwest,1741.03,eastPoint,oz,powerPlay,0,315,79380,5152,32.37831116,22.88529396
reception,successful,regular,1741.70,westPoint,oz,powerPlay,0,315,81408,5152,52.49595642,-27.40882111
pass,successful,eastwest,1741.73,westPoint,oz,powerPlay,0,315,81408,5152,51.49007416,-27.40882111
reception,successful,regular,1742.60,eastPoint,oz,powerPlay,0,315,80518,5152,52.99889755,31.4352932
pass,successful,south,1744.30,eastOuterSlot,oz,powerPlay,0,315,80518,5152,58.53125,21.8794117
reception,successful,regular,1745.17,centerPoint,oz,powerPlay,0,315,79380,5152,31.87536621,1.761764526
pass,failed,slot,1745.20,centerPoint,oz,powerPlay,0,315,79380,5152,32.37831116,0.252941132
pass,successful,outletoffboards,1747.33,outsideNorthWestDZ,dz,shortHanded,0,311,108339,80264,-87.19889832,23.888237
reception,successful,regular,1748.80,outsideNorthWestDZ,dz,shortHanded,0,311,2546838,80264,-68.08712769,39.47940826
pass,successful,outlet,1758.70,centerPointDZ,dz,powerPlay,0,315,80518,5152,-46.08052063,-9.302940369
reception,successful,regular,1759.43,southWestBoardsNZ,nz,powerPlay,0,315,81408,5152,-5.845222473,-39.98235321
pass,successful,south,1762.10,outsideNorthWest,oz,powerPlay,0,315,81408,5152,55.01066208,-26.90588379
reception,successful,regular,1762.47,centerPoint,oz,powerPlay,0,315,884,5152,51.49007416,-1.758823395
shot,failed,outside,1762.63,centerPoint,oz,powerPlay,0,315,884,5152,50.98713303,-2.764705658
pass,failed,outletoffboards,1767.93,outsideNorthWestDZ,dz,shortHanded,0,311,446706,80264,-85.18713379,32.43823242
pass,successful,outlet,1774.83,centerPointDZ,dz,powerPlay,0,315,884,5152,-28.47756958,-6.788234711
reception,successful,regular,1776.13,southWestBoardsNZ,nz,powerPlay,0,315,110856,5152,-8.359924316,-25.90000153
pass,successful,northoffboards,1780.17,outsideNorthWest,oz,powerPlay,0,315,110856,5152,73.11654663,-39.47940826
reception,successful,regular,1781.70,outsideNorthEast,oz,powerPlay,0,315,884,5152,92.73124695,30.93235207
pass,successful,south,1782.40,outsideNorthEast,oz,powerPlay,0,315,884,5152,91.72536469,30.42941284
reception,successful,regular,1783.10,outsideNorthEast,oz,powerPlay,0,315,126723,5152,55.51360321,33.95000076
pass,successful,south,1783.70,outsideNorthEast,oz,powerPlay,0,315,126723,5152,66.57830811,34.45294189
reception,successful,regular,1784.63,eastPoint,oz,powerPlay,0,315,82048,5152,47.4665451,26.90882301
pass,successful,south,1784.67,eastPoint,oz,powerPlay,0,315,82048,5152,46.96360397,26.90882301
reception,successful,regular,1785.13,eastPoint,oz,powerPlay,0,315,20775372,5152,35.39595795,16.85000038
pass,successful,eastwest,1785.27,eastPoint,oz,powerPlay,0,315,20775372,5152,35.89889526,16.34705925
reception,successful,regular,1786.17,westPoint,oz,powerPlay,0,315,110856,5152,50.48419189,-26.90588379
pass,successful,eastwest,1786.63,westPoint,oz,powerPlay,0,315,110856,5152,49.98125076,-25.39705658
reception,successful,regular,1787.33,centerPoint,oz,powerPlay,0,315,82048,5152,43.44301605,15.34117699
shot,failed,outsideblocked,1788.10,centerPoint,oz,powerPlay,0,315,82048,5152,44.44889832,16.85000038
pass,successful,d2doffboards,1794.07,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-93.73712921,-29.92647171
reception,successful,regular,1795.50,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-97.25772095,0.25
pass,successful,stretchoffboards,1802.83,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-80.2726593,-17.34999847
reception,successful,regular,1804.40,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,15.28619957,34.45289993
pass,successful,eastwest,1804.47,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,15.28619957,34.45289993
reception,successful,regular,1805.67,northCenterNZ,nz,evenStrength,0,315,82048,5152,21.82440186,-11.3147049
pass,successful,ozentry,1805.70,northCenterNZ,nz,evenStrength,0,315,82048,5152,21.82440186,-11.3147049
reception,successful,ozentry,1807.17,westPoint,oz,evenStrength,0,315,884,5152,38.42146301,-17.85293961
shot,successful,outside,1807.73,centerPoint,oz,evenStrength,0,315,884,5152,47.97734451,-15.84117508
pass,failed,outletoffboards,1811.37,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-95.24595642,15.33823395
pass,successful,south,1817.73,outsideNorthWest,oz,evenStrength,0,315,121680,5152,78.15381622,-39.47940826
reception,successful,regular,1818.37,outsideNorthWest,oz,evenStrength,0,315,80518,5152,59.54499054,-38.97647095
pass,successful,south,1818.77,westPoint,oz,evenStrength,0,315,80518,5152,52.00087357,-37.46764374
reception,successful,regular,1819.33,westPoint,oz,evenStrength,0,315,400162,5152,34.90087128,-35.95882416
shot,failed,outsideblocked,1819.60,westPoint,oz,evenStrength,0,315,400162,5152,34.90087128,-34.44999695
pass,successful,slot,1821.67,eastPoint,oz,evenStrength,0,315,20775372,5152,28.86560059,21.87940025
reception,successful,regular,1822.40,westOuterSlot,oz,evenStrength,0,315,80518,5152,74.63322449,-17.34999847
pass,failed,slot,1823.20,outsideNorthWest,oz,evenStrength,0,315,80518,5152,87.70969391,-7.794116974
pass,failed,stretchoffboards,1826.90,eastPointDZ,dz,evenStrength,0,311,1462,80264,-35.89889526,-37.97352982
pass,successful,north,1832.43,westPoint,oz,evenStrength,0,315,400162,5152,32.88910675,-25.90000153
